DOCUMENT_TITLE,SECTION_TITLE,SECTION_TEXT
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,2.4. Motivación y objetivos,"En [19] se describe a RNA-Seq como un conjunto de métodos experimentales y computacionales utilizados para determinar la identidad y abundancia de secuencias de ARN en muestras biológicas.
La metodologı́a involucra el aislamiento del ARN de la célula o tejido, la preparación de la librerı́a para el ARN en la muestra, la secuenciación quı́mica de la librerı́a, y el análisis bioinformático de los datos obtenidos.
La secuenciación de ARN (RNA-Seq) tiene como objetivo identiﬁcar la secuencia, estructura y abundancia de las moléculas de ARN en una muestra biológica [19, capı́tulo 1].
La palabra secuencia se reﬁere al orden especı́ﬁco que tendrán las bases A, C, G y U. Estructura del ARN hace referencia a la organización que tiene la molécula en cuanto a elementos como el promotor, uniones intrón-exón, regiones sin traducir y la cola poli(A).
Por último, con abundancia en el ARN se reﬁere a la cantidad numérica que tendrá cada secuencia (gen) en la muestra.
A diferencia de la secuenciación de ADN, la cual es útil para obtener un perﬁl genético de un organismo, la secuenciación de ARN entrega solo aquellas secuencias que se encuentran activamente expresadas en el organismo en el instante de tomar la muestra.
Para ponerlo de una forma más cotidiana, obtener la secuencia de ARN de un organismo es como hacer una foto de su material genético en ese momento.
RNA-Seq destaca por sobre los métodos anteriores como microarrays gracias al alto rendimiento que ofrecen las plataformas de secuenciación actuales, la sensibilidad que entregan las nuevas tecnologı́as de secuenciación, y la habilidad de descubrir transcritos nuevos, modelos de genes y especies de ARN pequeños no codiﬁcantes [19, capı́tulo 1].
En cuanto al análisis de expresión diferencial, el método de RNA-Seq diﬁere del realizado con microarrays en que los datos observados usando el primero son conteos discretos, mientras que la medición con microarrays entrega un resultado continuo que proviene de la señal ﬂuorescente obtenida [19, capı́tulo 8].
1.4 Motivación y objetivos
En las últimas décadas los costos de secuenciación del ADN han disminuido considerablemente, costando $150 mil dólares americanos en el año 2001, y llegando a costar cerca de $1.000 dólares el año pasado [3] (ver Figura 1.3).
Por otra parte, el mejoramiento en los algoritmos bioinformáticos ha acortado los tiempos de ejecución del análisis RNA-Seq considerablemente.
Todos estos avances tecnológicos permiten realizar mejores análisis en un menor tiempo y con un costo notablemente más bajo.
Figura 1.3: Costos de secuenciación de un genoma de tamaño humano [3].
La disminución en el costo de secuenciación de ARN, junto con el desarrollo de mejores algoritmos y el mejoramiento en las tecnologı́as de hardware computacional podrı́an permitir un análisis rápido del ARN de los organismos vivos, en especı́ﬁco de la Vitis vinifera.
Es por estos motivos que se desarrolló este estudio como trabajo en conjunto al proyecto de clasiﬁcación de fenologı́a de la uva que se trabaja en Telefónica I+D, proyecto liderado por Francisco Altimiras, y del cual este trabajo forma parte."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,2.4.1. Objetivo general,"El objetivo principal de este trabajo es entregar el primer prototipo de un sistema de monitoreo aplicable a la industria agrı́cola mediante el análisis rápido de datos RNA-Seq, especı́ﬁcamente con datos provenientes de la Vitis vinifera."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,2.4.2. Objetivos especı́ﬁcos,"• Realizar un estudio del estado del arte en cuanto a las herramientas bioinformáticas que sirven al análisis RNA-Seq.
• Generar un ﬂujo de trabajo para la analı́tica de datos RNA-Seq, especı́ﬁcamente para el análisis rápido de secuenciaciones de genes de la planta Vitis vinifera.
• Desarrollar un prototipo de plataforma de visualización basado en la web que muestre un resumen del análisis RNA-Seq de la Vitis vinifera."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,3. Estado del Arte,
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,3.1. Análisis de datos RNA-Seq,"Desde el año 2008 [20] se utilizan técnicas de secuenciación de alto rendimiento o de nueva generación (NGS) para la secuenciación de ARN (RNA-Seq), con el objetivo de mostrar la presencia y cantidad de secuencias de ARN en una muestra biológica en un determinado instante de tiempo.
En los últimos años una gran cantidad de procedimientos de análisis RNA-Seq han sido publicados, por lo que no existe una única forma óptima de realizar esta tarea [21].
A continuación se presentan las etapas más importantes en un procedimiento de análisis RNA-Seq, y las herramientas bioinformáticas utilizadas actualmente en cada una de ellas."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,3.1.1. Obtención de datos,"Una vez que la muestra de ARN ha sido aislada de la célula o tejido, el siguiente paso es secuenciar.
Existen múltiples plataformas con las que se puede realizar la secuenciación del ARN, donde entre las más importantes se encuentran SOLID, Roche 454 e Illumina, siendo esta última la compañı́a lı́der en este mercado gracias a su precisión y a la secuenciación de lecturas largas (long-reads).
En la última década han aparecido otros competidores como Ion Torrent y Paciﬁc Biosciences, pero Illumina sigue siendo el método más utilizado para la secuenciación de lecturas largas de ARN [21].
Para esta memoria los datos que serán utilizados serán de Illumina y provienen de la base de datos ArrayExpress [22], la cual es proveı́da por el Instituto Europeo de Bioinformática (EMBL-EBI) y que almacena datos de experimentos de genómica funcional con el ﬁn de ponerlos a disposición de futuras investigaciones."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,3.1.2. Control de calidad,"Luego de la obtención de datos, estas secuenciaciones deben pasar por una etapa de control de calidad, o quality check (QC).
Las raw reads corresponden a aquellas lecturas obtenidas directamente desde Illumina, las cuales son almacenadas como un archivo de texto de formato FASTQ.
Cada secuencia dentro del texto consta de cuatro lı́neas: identiﬁcador, secuencia de nucleótidos, sı́mbolo ‘+’ seguido de una descripción (actualmente sin uso), y en último lugar valores de calidad para los nucleótidos de la lı́nea 2. El control de calidad en las raw reads involucra revisar la calidad de secuencias, contenido GC, presencia de adaptadores, lecturas duplicadas o k-mers sobre representados.
Los niveles aceptables de lecturas duplicadas, k-mers o contenido GC son especı́ﬁcos del organismo que está siendo estudiado, pero ellos deben ser homogéneos para las distintas muestras dentro del experimento.
Una herramienta que ha sido muy popular en la literatura y que sigue siendo usada en la actualidad [23] [24] es FastQC [25], la cual entrega reportes html con distintas métricas que dan cuenta de la calidad de los datos obtenidos.
El reporte generado se divide en distintas secciones que informan de la calidad mediante gráﬁcos, usando el valor Phred [26] para cuantiﬁcar la calidad.
Los parámetros más comunes se presentan a continuación.
• Calidad de las bases: esta sección muestra una visión general de los rangos de las calidades de todas las bases presentes en el archivo FASTQ.
Generalmente las calidades de las bases varı́an entre 0 y 40 [19, capı́tulo 3].
• Calidad de las secuencias: este reporte permite ver si un subgrupo de secuencias tiene una baja calidad entre la totalidad de ellas.
• Contenido de bases en secuencias: muestra una curva para cada base, mostrando la proporción de ella en cada secuencia.
En general las curvas deben ser paralelas y no desbalanceadas comparando entre las bases.
• Contenido GC en las secuencias: mide el contenido GC a lo largo de cada secuencia y compara esta curva con otra que muestra la distribución teórica de aquel valor.
Si existe mucha diferencia entre ambas distribuciones puede existir contaminación en los datos.
• Contenido de K-mer: esta sección toma en consideración que cualquier fragmento pequeño de una secuencia (k-mer) no deberı́a tender a aparecer en una posición determinada.
Con esto en cuenta, FastQC muestra una lista con aquellos k-mers que tienen algún sesgo en su posición, y además muestra un gráﬁco con los seis k-mers más sesgados.
De forma que tenga una rápida ejecución, se analiza el 2 % de los datos y luego los resultados son extrapolados al resto.
• Secuencias duplicadas: calcula el grado de duplicación para cada secuencia, y crea un gráﬁco mostrando la cantidad relativa de secuencias con distinto grado de duplicación.
FastQC es una buena herramienta para realizar QC en datos obtenidos desde Illumina.
En caso de que las secuencias hayan sido obtenidas a partir otra plataforma, una herramienta que se recomienda es NGSQC [27]."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,3.1.3. Trimming,"A continuación viene la etapa llamada trimming.
No existe consenso para determinar si efectivamente este proceso será útil para el análisis RNA-Seq.
En un estudio del año 2016, Williams et al.
[28] plantean que el uso de herramientas de trimming queda a disposición de los investigadores puesto que no existe una diferencia notoria entre el análisis con trimming o sin este.
También se sugiere que el uso de esta tarea sea exclusivamente en secuenciaciones largas (como 100 o 150 bases de largo), puesto que de esta manera, luego de hacer el trimming, las lecturas seguirán siendo largas.
Algunas herramientas disponibles en la literatura son SolexaQA [29], cutadapt [30] y Trimmomatic [31], que tiene el artı́culo más citado.
Según Del Fabbro et al.
[32] no existe una herramienta que sea la mejor para realizar trimming, y recomiendan que la elección del programa se realice evaluando el tradeoﬀ entre la pérdida de lecturas y la mejora en calidad."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,3.1.4. Alineamiento (mapping),"La siguiente etapa del proceso de análisis RNA-Seq consiste en alinear las lecturas obtenidas a un genoma o transcriptoma de referencia con el objetivo de estimar de dónde vienen.
La diﬁcultad está en identiﬁcar correctamente las uniones de empalme (splice junctions), sobre todo porque pueden existir diferencias con el genoma de referencia o errores en las secuenciaciones obtenidas.
El alineador más popular es TopHat [33], o TopHat2 [34] en su versión más reciente.
El alineamiento de esta herramienta consiste en hacer mapping a aquellas lecturas que no abarcan una unión, identiﬁcando ası́ los exones.
Luego, las lecturas que quedaron sin alinear son divididas y alineadas a diferentes exones.
La desventaja de esta herramienta es el tiempo de ejecución, la cual es muy alta comparada con otras herramientas [35], y puede llegar hasta cinco horas [36].
La herramienta HISAT2 [37] tiene mejores tiempos de ejecución gracias a un algoritmo de búsqueda rápida, pero tiene una sensibilidad (recall) pobre, comparable con TopHat2 [35].
Distintos otros alineadores aparecen en la literatura.
Las herramientas GSNAP [38], PALMapper [39] y MapSplice [40] son útiles para identiﬁcar SNP (polimorﬁsmo de un solo nucleótido) e indels (inserción - deleción), MapSplice [40] y STAR [41] [42] servirán para detectar uniones de empalme no canónicos, las herramientas GEM [43] y STAR [41] [42] son útiles para realizar un mapping rápido.
En general, STAR [41] [42] se encuentra muy bien evaluada en la literatura ya que incluso utilizando la conﬁguración de parámetros por defecto tiene un buen rendimiento en precisión y rapidez [44], lo que la convierte en una herramienta conﬁable para la etapa de alineamiento.
La única desventaja es la cantidad de memoria RAM que requiere para ser ejecutada, que ronda los 32 GB."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,3.1.5. Cuantificación,"Después de haber alineado las secuencias al genoma de referencia, el siguiente paso será realizar el conteo de la cantidad de secuencias alineadas para cada gen. Para realizar esto existen herramientas como HTSeq-count [45] o featureCounts [46].
HTSeq [45] es una librerı́a de Python para realizar análisis RNA-Seq, la cual incluye el script HTSeq-count, y que realiza la cuantiﬁcación a partir de un archivo GTF (Gene Transfer Format) que incluye las coordenadas de los exones del genoma.
En caso de realizar el análisis RNA-Seq en R, la librerı́a Rsubread tiene entre sus componentes el programa featureCounts [46], el cual funciona de igual forma que HTSeq-count.
Otra forma para encontrar conteos es cuantiﬁcando los niveles de expresión de los transcritos, alineando o pseudo-alineando parte de las lecturas al transcriptoma [47].
La idea es cuantiﬁcar los transcritos alternativos dentro de cada gen, para luego combinarlos y encontrar el total de conteos para cada gen. Las herramientas más citadas que utilizan esta forma de cuantiﬁcar son Cuﬄinks [48], eXpress [49], Flux Capacitor [50], RSEM [51], kallisto [52] y Salmon [53].
Teng [47] encuentra que todas las herramientas mencionadas, a excepción de Flux Capacitor, tienen un rendimiento muy similar entre ellas.
Pseudo-alineamiento + cuantiﬁcación
Salmon y kallisto son las herramientas más recientes en el alineamiento a un transcriptoma.
En el caso de kallisto el proceso no es un alineamiento propiamente tal, sino que realiza la cuantiﬁcación mediante un proceso llamado pseudo-alineamiento en el cual forma un grafo de Bruijn a partir del transcriptoma de referencia, y luego alinea los k-mers de la lectura en los nodos del grafo [52].
Por otra parte, Salmon realiza un proceso de tres partes: un mapping ligero al transcriptoma de referencia; una fase online que estima los niveles de expresión iniciales; y una fase oﬄine que aﬁna aquellas estimaciones.
Juntas, las fases online y oﬄine optimizan los conteos de abundancia estimados, cuyos resultados son más precisos que kallisto [53].
Finalmente, hoy kallisto y Salmon son consideradas las mejores herramientas a utilizar para una cuantiﬁcación veloz, puesto que no necesita de un proceso de alineamiento previo y la ejecución de ellos sobre una muestra de secuenciación RNA es muy rápida comparada con las otras herramientas [52] [53]."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,3.1.6. Análisis de expresión diferencial,"Una vez realizada la cuantiﬁcación (o pseudo-alineamiento) se obtiene una tabla de conteos que tiene las abundancias para cada gen de cada muestra.
Esta tabla es utilizada como input para la etapa de análisis de expresión diferencial, donde existen varias herramientas para realizar aquella tarea.
El método más popular es edgeR [54], una herramienta ampliamente utilizada a pesar de ser la más antigua de todas, y que además del análisis de expresión diferencial logra normalizar considerando posibles sesgos que puedan existir en los datos.
Otra herramienta es DESeq (o la más actual DESeq2) [55] [56], la cual utiliza su propia forma de normalización y que al igual que edgeR parte de la base de que los datos se distribuyen de una forma binomial negativa.
Ambas herramientas, edgeR y DESeq2, son útiles para experimentos en donde las réplicas biológicas utilizadas no superan las cinco muestras por grupo.
Otras herramientas como NOISeq [57] o SAMseq [58] utilizan métodos no paramétricos; es decir, no parten de una suposición sobre el comportamiento de los datos y la distribución estadı́stica de ellos se inﬁere ahı́ mismo."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,4. Propuesta de Solución,"Gracias a la gran abundancia de herramientas bioinformáticas hoy existen múltiples maneras de realizar un análisis RNA-Seq.
Para este trabajo en especı́ﬁco es necesario un ﬂujo de trabajo que considere un estudio rápido de los datos biológicos, para luego realizar un análisis de expresión diferencial y obtener un output que pueda servir en la visualización de su resultado.
Con lo recogido en el párrafo anterior, también se busca desarrollar una plataforma de visualización que preste información relevante al sector agrı́cola y que ayude en la toma de decisiones sobre el sujeto en estudio.
Para este trabajo, aquel sujeto será la Vitis vinifera, con un foco en las etapas de desarrollo de la planta.
A partir de la información recabada en el estado del arte, en este capı́tulo se presentará el ﬂujo de trabajo RNA-Seq adecuado para el cumplimiento de los objetivos, además de una propuesta de prototipo web para la visualización de datos provenientes del análisis de expresión diferencial de genes."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,4.1. Flujo de Trabajo Bioinformático RNA-Seq,
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,4.1.1. Datos a utilizar,"Como fue mencionado en la sección 2.1.1, los datos que se utilizarán para este trabajo serán secuenciaciones de la planta Vitis vinifera en distintos estados fenológicos, y las cuales serán obtenidas a partir de la base de datos ArrayExpress [22], del Instituto Europeo de Bioinformática.
En detalle, los datasets a utilizar son los indicados en la tabla 3.1.
 | ID | Código ArrayExpress | Número de muestras | Etapas de crecimiento | Single-End o Paired-End
 | --- | --- | --- | --- | ---
 | 1 | E-GEOD-56844 | 23 | 4 | Single-end
 | 2 | E-GEOD-71146 | 24 | 4 | Single-end
 | 3 | E-GEOD-58061 | 6 | 3 | Paired-end
 | 4 | E-MTAB-4220 | 9 | 3 | Paired-end
 | 5 | E-GEOD-63512 | 6 | 3 | Single-end

Tabla 3.1: Datasets de ArrayExpress a analizar."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,4.1.2. Trimming y control de calidad,"Se utilizará la herramienta FastQC [25] para realizar la etapa de control de calidad de las muestras.
Su elección se debe a la facilidad de uso, su compatibilidad con secuenciaciones de Illumina y la simplicidad que otorga al momento de interpretar los ı́ndices de calidad.
Con el ﬁn de eliminar las bases de mala calidad, aquellas lecturas que tienen largo 100 o más y cuyas bases tienen un puntaje de Phred 20 o menor [28] pasarán por el proceso de trimming (poda en español), utilizando la herramienta Trimmomatic [31]."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,4.1.3. Alineamiento y cuantificación,"Para realizar la cuantiﬁcación de los genes es necesario que, en un primer lugar, las secuenciaciones obtenidas de los dataset se alineen al transcriptoma de referencia.
El método clásico de alinear las secuenciaciones al transcriptoma es mediante herramientas como TopHat2 o STAR.
Éstas son herramientas que realizan el alineamiento de forma exhaustiva, pero requieren mucho tiempo de ejecución o muchos recursos.
La ventaja de TopHat2 es la precisión por sobre las otras herramientas disponibles [34], además de requerir pocos recursos.
STAR, por otra parte, tiene la ventaja de ser un alineador muy rápido, estando listo en menos de una hora comparado con los otros programas.
Ambas herramientas tienen desventajas que las convierten en opciones descartables para este trabajo: en cuanto a TopHat2, si bien los recursos computacionales que requiere se encuentran bajo los 8 GB de memoria RAM, es la ejecución del programa la que toma entre 8 y 18 horas en alinear; por otra parte, STAR es muy rápido para realizar el alineamiento, pero no es tan preciso como TopHat2 u otras herramientas, y en cuanto al poder computacional se requiere un mı́nimo de 28 GB de RAM.
Dejando atrás el método clásico de alineamiento, como fue mencionado en el capı́tulo 2 en los últimos años han aparecido herramientas de cuantiﬁcación donde no se realizan alineamientos exhaustivos al transcriptoma, y que aún ası́ logran buenos resultados en cuanto al conteo de genes.
Las herramientas más relevantes en esta técnica de cuantiﬁcación son kallisto y Salmon.
Salmon [53] realiza un proceso de alineamiento ligero, seguido de un algoritmo online donde estima los niveles de expresión, y termina con una fase oﬄine que ajusta las estimaciones anteriores.
La herramienta es más precisa y mucho más rápida que otros alineadores y cuantiﬁcadores, con excepción de kallisto que realiza una tarea similar a una rapidez comparable, alineando los k-mers de las secuencias al grafo de Bruijn del transcriptoma [52].
Aún no hay consenso en cuál es el método óptimo para realizar el alineamiento; sin embargo, al ser uno de los objetivos de este trabajo realizar el proceso de una forma rápida es que se opta por utilizar las herramientas kallisto y Salmon como métodos de cuantiﬁcación.
Con el ﬁn de cumplir con el objetivo de generar un ﬂujo de trabajo rápido, en esta memoria se comparará la ejecución del trabajo utilizando ambas herramientas y ası́ encontrar aquella que es la más veloz."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,4.1.4. Análisis de expresión diferencial,"Previo a esta etapa, con la herramienta tximport se uniﬁcan los resultados de la cuantiﬁcación para generar una matriz de conteo, la cual servirá de input para el análisis de expresión diferencial.
A continuación se realiza el análisis de expresión diferencial, para el cual existen varias herramientas (sección 2.1.6) de donde se ha escogido edgeR.
Este programa es parte de Bioconductor1 y, como el nombre lo sugiere, está basado en R.
Para muestras biológicas provenientes de distintas fuentes o individuos, la variabilidad entre ellas usualmente se encuentra modelada como una distribución binomial negativa [19].
Lo anterior reduce la búsqueda de herramientas a dos: edgeR y DESeq2.
Se preﬁere el uso de la primera puesto que tiene una mayor antigüedad y posee una buena documentación, además de apoyo en linea por parte de la comunidad.
A partir del análisis de expresión diferencial se obtendrán dos grupos de genes: upregulated (regulación positiva) y downregulated (regulación negativa).
Los genes upregulated serán aquellos que, debido al estı́mulo externo (enfermedad, etapa fenológica, etc), incrementan en cantidad.
En cambio, los genes que disminuyen en cantidad de acuerdo a aquel estı́mulo son los llamados downregulated.
Estas listas de genes pasarán a la siguiente etapa de anotación funcional, la cual hace referencia a la anotación y análisis estadı́stico de aquellas listas mediante métodos estadı́sticos para identiﬁcar a qué procesos biológicos, funciones moleculares y componentes celulares aquellos genes se encuentran relacionados.
En este trabajo aquella tarea es realizada con PANTHER DB, herramienta en linea que recibe como input la lista de genes, y como output entrega la clasiﬁcación correspondiente para cada uno.
En la ﬁgura 3.1 se presenta el ﬂujo de trabajo a utilizar para el análisis RNA-Seq de los distintos datos biológicos de la Vitis vinifera.
1Proyecto bioinformático de código abierto que provee herramientas para el análisis y comprensión de datos genómicos.
Sitio web: http://bioconductor.org/
Figura 3.1: Flujo de información para el procesamiento de datos RNA-Seq."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,4.2. Visualización de datos,"Para hacer sentido de los resultados provenientes del análisis previo, se hace importante mostrarlos de una forma resumida y fácil de entender de forma que puedan ser comprendidos por el agricultor o el usuario ﬁnal.
Es por esta razón que se propone una plataforma web de visualización de los datos biológicos provenientes de diferentes plantaciones, donde el usuario pueda observar el desarrollo de estas a través del año, y además ver cuáles son los genes diferencialmente expresados y a qué procesos están asociados.
Para ello, en este trabajo se desarrolla un primer prototipo de esta plataforma, la cual estará construida utilizando Shiny, una librerı́a de RStudio para construir sitios web interactivos basados en R. Además, se utilizará la librerı́a de código abierto Leaﬂet para mostrar mediante mapas la variación de las etapas de desarrollo en las plantaciones durante un año.
En la ﬁgura 3.2 se muestra un esquema del contenido general del sitio.
En la sección 1 se muestran las zonas de cultivo en un mapa, donde cada zona debe estar bien delimitada y coloreada según la etapa de desarrollo correspondiente.
La sección 2 servirá para presentar mediante una tabla los genes diferencialmente expresados y sus respectivas funcionalidades.
La sección estará separada en dos pestañas que distingan entre genes upregulated y downregulated.
Finalmente, en la sección 3 se encuentran los ﬁltros que permitirán actualizar la información que muestran las secciones 1 y 2. En primer lugar deberá existir un ﬁltro de tiempo que actualiza el desarrollo que han tenido las zonas de cultivo durante un año, y además deben haber ﬁltros para actualizar los genes que se muestran en la sección 2 según etapa de desarrollo.
Figura 3.2: Esquema del contenido de la plataforma Shiny.
Sección 1: Consiste en un mapa que muestra las zonas de cultivo de un agricultor, donde además deben estar coloreadas de acuerdo a la etapa de desarrollo en la que se encuentra.
Sección 2: Presenta en una tabla los genes diferencialmente expresados en cierta etapa de desarrollo.
Sección 3: Filtros que actualizan la información mostrada en el mapa y en las tablas."
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,5. Resultados,
SISTEMA DE PROCESAMIENTO Y VISUALIZACIÓN DE DATOS GENÓMICOS PARA LA PRODUCCIÓN DE UVA,5.1. Análisis RNA-Seq,"En una primera instancia se realizó un análisis RNA-Seq siguiendo las etapas mostradas en la ﬁgura 3.1.
Para gran parte del análisis RNA-Seq se utilizó una máquina virtual alojada en los servidores de la universidad, la cual corre sistema operativo Ubuntu 18.04, con 31 GB de memoria RAM, 500 GB de disco duro y un procesador Intel Xeon E3-12xx de cuatro núcleos.
Además fue necesario instalar R para poder trabajar con el framework de bioinformática Bioconductor (http://bioconductor.org).
En primer lugar se debe realizar la obtención de los datos biológicos con los que se realizará el trabajo, según fue mencionado en la sección 3.1.1.
Aquello se realiza desde el sitio web de ArrayExpress (www.ebi.ac.uk/arrayexpress/), en donde se realizó una búsqueda de las secuenciaciones disponibles de Vitis vinifera, y luego se hizo un ﬁltro para mantener solo aquellos datasets que describen la etapa fenológica de esos datos.
De lo anterior se obtuvieron 89, 13 GB de datos repartidos en cinco datasets, con 68 archivos de muestras biológicas (archivos de extensión.fastq) en total; en la tabla 4.1 se muestran las etapas fenológicas presentes junto con la cantidad de muestras que se obtuvieron para cada una, además de una breve descripción de la etapa.
La siguiente tarea será entonces el control de calidad de las secuencias.
 | Etapa fenológica | Cantidad de muestras | Descripción
 | --- | --- | ---
 | EL-3 | 6 | Brote lanudo
 | EL-5 | 6 | Roseta con puntas de hojas visible
 | EL-15 | 8 | 8 hojas separadas,
 | brote se alarga rápidamente
 | EL-17 | 5 | 12 hojas separadas
 | EL-27 | 2 | Cuajado de fruta
 | EL-31 | 6 | Bayas del tamaño de una arveja
 | EL-35 | 13 | Bayas toman color y se agrandan
 | EL-36 | 4 | Bayas con valores Brix intermedios
 | EL-38 | 15 | Bayas maduras listas para cosechar
 | EL-41 | 3 | Bayas post-cosecha

Tabla 4.1: Etapas fenológicas a utilizar para el análisis RNA-Seq, junto con la cantidad de muestras disponibles y una descripción de la etapa.
Las etapas se encuentran nombradas por su numeración en escala Eichhorn-Lorenz."
